,customer_id,transaction_count,most_recent_transaction_day,sum_profit,age,gender,wealth_segment,state,job_title,job_industry_category,owns_car,past_3_years_bike_related_purchases,tenure,property_valuation,label,job_cluster
5119,1541,5,2224,3324.89,68.0,Female,Mass Customer,NSW,Structural Engineer,Argiculture,True,7.0,13.0,9.0,2,2.0
5124,2603,7,2168,4657.99,61.0,Female,High Net Worth,VIC,Nurse,Financial Services,False,44.0,11.0,11.0,2,10.0
5131,2985,10,2192,6308.16,37.0,Male,Affluent Customer,NSW,Sales Representative,Retail,True,69.0,14.0,10.0,3,7.0
5141,3244,4,2175,1007.1299999999999,64.0,Female,Mass Customer,VIC,Systems Administrator I,Financial Services,False,24.0,13.0,9.0,1,20.0
5145,2891,7,2216,4629.95,36.0,Female,High Net Worth,NSW,Nuclear Power Engineer,Manufacturing,True,5.0,12.0,11.0,2,2.0
5152,1404,10,2161,5426.7,66.0,Male,Mass Customer,VIC,Chemical Engineer,Manufacturing,True,78.0,14.0,8.0,3,2.0
5162,2088,7,2163,3125.44,54.0,Male,Mass Customer,QLD,Senior Financial Analyst,Financial Services,True,2.0,14.0,7.0,2,13.0
5169,1311,3,2201,2188.45,39.0,Female,Mass Customer,QLD,VP Accounting,Financial Services,True,89.0,13.0,7.0,1,7.0
5172,421,6,2210,3952.15,24.0,Female,Mass Customer,NSW,Sales Representative,Retail,True,26.0,2.0,3.0,2,7.0
5178,988,2,2266,243.94,42.0,Female,High Net Worth,QLD,Director of Sales,Manufacturing,False,35.0,7.0,6.0,0,7.0
5180,2651,8,2169,6148.63,45.0,Male,Mass Customer,NSW,Nuclear Power Engineer,Manufacturing,True,10.0,10.0,6.0,3,2.0
5188,2982,7,2271,6366.75,41.0,Female,Mass Customer,VIC,Senior Cost Accountant,Financial Services,True,30.0,11.0,9.0,3,1.0
5195,770,6,2203,4457.4800000000005,39.0,Female,High Net Worth,VIC,Software Consultant,IT,True,10.0,13.0,10.0,2,6.0
5201,1813,6,2172,2137.45,22.0,Female,Mass Customer,QLD,Technical Writer,Manufacturing,False,45.0,1.0,9.0,2,0.0
5207,1252,7,2163,4548.3099999999995,58.0,Male,Mass Customer,QLD,Recruiting Manager,Manufacturing,True,46.0,14.0,4.0,2,8.0
5214,1642,5,2238,2307.4900000000002,41.0,Male,Affluent Customer,NSW,Systems Administrator II,Manufacturing,True,97.0,3.0,10.0,1,20.0
5219,2312,5,2182,3280.61,44.0,Female,Mass Customer,QLD,Assistant Manager,Manufacturing,False,72.0,18.0,2.0,2,8.0
5224,2938,5,2279,4655.53,23.0,Male,Affluent Customer,QLD,Assistant Manager,Argiculture,False,79.0,2.0,7.0,2,8.0
5229,1992,10,2294,6658.89,28.0,Female,Mass Customer,NSW,Web Developer I,Manufacturing,True,28.0,3.0,10.0,3,4.0
5239,1370,4,2180,839.2700000000002,37.0,Female,Mass Customer,VIC,Computer Systems Analyst IV,Property,False,44.0,18.0,6.0,1,35.0
5243,249,9,2201,2236.1299999999997,31.0,Male,High Net Worth,NSW,Quality Control Specialist,IT,False,65.0,9.0,11.0,2,5.0
5252,173,9,2169,6549.509999999999,26.0,Female,Affluent Customer,NSW,General Manager,Health,False,99.0,1.0,8.0,3,8.0
5261,2611,7,2156,2609.86,32.0,Female,Affluent Customer,NSW,Tax Accountant,Financial Services,False,36.0,9.0,10.0,2,1.0
5268,2351,7,2209,4068.23,31.0,Female,Affluent Customer,VIC,Assistant Professor,Retail,True,35.0,10.0,10.0,2,26.0
5275,2608,7,2171,1553.4599999999998,48.0,Female,Affluent Customer,VIC,Budget/Accounting Analyst III,Health,True,44.0,6.0,12.0,2,29.0
5282,1761,5,2172,3258.95,49.0,Female,Mass Customer,NSW,Legal Assistant,Manufacturing,True,96.0,14.0,9.0,2,0.0
5287,1957,10,2173,5079.91,46.0,Male,Affluent Customer,VIC,Accountant IV,Property,False,1.0,4.0,10.0,3,1.0
5297,163,2,2268,1101.28,47.0,Female,High Net Worth,VIC,Librarian,Entertainment,True,58.0,14.0,10.0,0,0.0
5299,3101,3,2215,470.7999999999998,36.0,Male,High Net Worth,NSW,Geological Engineer,Manufacturing,False,68.0,12.0,12.0,1,2.0
5302,1659,7,2234,3461.08,34.0,Female,High Net Worth,NSW,Software Consultant,Property,True,75.0,13.0,12.0,2,6.0
5309,1700,6,2223,1483.4799999999998,54.0,Female,High Net Worth,QLD,Electrical Engineer,Manufacturing,True,28.0,14.0,6.0,1,2.0
5315,1894,4,2190,1907.65,47.0,Male,High Net Worth,VIC,Automation Specialist III,Manufacturing,True,86.0,17.0,8.0,1,36.0
5319,325,6,2287,4465.08,52.0,Female,Affluent Customer,QLD,Computer Systems Analyst I,Financial Services,True,98.0,17.0,8.0,2,35.0
5325,1104,7,2165,2568.9700000000003,63.0,Female,Mass Customer,NSW,Programmer III,Retail,False,82.0,8.0,6.0,2,24.0
5332,2715,5,2258,3221.8099999999995,61.0,Male,Affluent Customer,VIC,Civil Engineer,Manufacturing,False,27.0,11.0,11.0,2,2.0
5337,1699,7,2235,3497.23,65.0,Male,Mass Customer,NSW,Nuclear Power Engineer,Manufacturing,True,33.0,8.0,10.0,2,2.0
5344,1554,7,2174,5636.08,29.0,Male,Affluent Customer,NSW,Assistant Manager,Retail,False,83.0,3.0,8.0,3,8.0
5351,1081,5,2165,3227.89,38.0,Female,Mass Customer,NSW,Social Worker,Health,False,25.0,16.0,8.0,2,0.0
5356,1623,6,2156,3362.5500000000006,25.0,Female,High Net Worth,VIC,Software Test Engineer III,Entertainment,True,29.0,2.0,1.0,2,6.0
5362,3219,8,2181,2096.27,25.0,Female,Mass Customer,NSW,Web Developer III,Financial Services,False,94.0,3.0,7.0,2,4.0
5370,2358,11,2157,3682.7300000000005,64.0,Male,High Net Worth,QLD,Senior Sales Associate,Retail,True,26.0,15.0,2.0,3,40.0
5381,1942,8,2170,4675.1900000000005,36.0,Male,High Net Worth,NSW,Programmer Analyst II,Financial Services,False,0.0,19.0,9.0,3,24.0
5389,3371,9,2195,4677.6900000000005,46.0,Female,Mass Customer,QLD,Analyst Programmer,Retail,False,56.0,17.0,4.0,3,24.0
5398,2457,6,2206,2757.2299999999996,48.0,Male,High Net Worth,QLD,Developer IV,IT,True,70.0,15.0,10.0,2,4.0
5404,1063,6,2200,3112.69,36.0,Male,Affluent Customer,NSW,Actuary,Financial Services,True,22.0,13.0,10.0,2,0.0
5410,2382,7,2192,1301.43,52.0,Male,Mass Customer,QLD,Accounting Assistant III,Retail,True,79.0,4.0,8.0,2,30.0
5417,337,6,2191,3388.8199999999997,44.0,Female,High Net Worth,VIC,Statistician IV,Argiculture,True,67.0,12.0,10.0,2,39.0
5423,3438,5,2328,3180.64,27.0,Male,Mass Customer,NSW,Project Manager,Manufacturing,False,11.0,2.0,7.0,0,8.0
5428,2065,4,2369,2071.89,45.0,Male,Mass Customer,NSW,Technical Writer,Retail,True,66.0,12.0,9.0,0,0.0
5432,1205,7,2176,4962.0199999999995,45.0,Male,Affluent Customer,NSW,Business Systems Development Analyst,Manufacturing,False,38.0,13.0,10.0,2,9.0
5439,1326,6,2164,3581.0,57.0,Male,Affluent Customer,VIC,Biostatistician III,Health,True,15.0,5.0,8.0,2,37.0
5445,3228,7,2194,5814.45,59.0,Female,Mass Customer,NSW,Social Worker,Health,False,36.0,13.0,1.0,3,0.0
5452,339,5,2212,4327.24,43.0,Female,Mass Customer,NSW,Human Resources Manager,Health,False,56.0,12.0,8.0,2,25.0
5457,2550,5,2165,3128.27,26.0,Male,Mass Customer,VIC,Pharmacist,Health,True,34.0,4.0,6.0,2,0.0
5462,2114,6,2168,2997.5600000000004,68.0,Male,High Net Worth,NSW,Safety Technician III,Argiculture,False,78.0,19.0,11.0,2,31.0
5468,2933,5,2249,1241.68,37.0,Male,Affluent Customer,VIC,Administrative Officer,Retail,True,61.0,6.0,5.0,1,19.0
5473,286,4,2291,1954.7,34.0,Male,Affluent Customer,QLD,Accounting Assistant II,Manufacturing,True,99.0,11.0,7.0,0,30.0
5477,559,4,2160,1824.48,35.0,Female,High Net Worth,NSW,Payment Adjustment Coordinator,Retail,True,39.0,16.0,10.0,1,18.0
5481,3017,4,2330,3281.6699999999996,68.0,Male,Affluent Customer,VIC,Operator,Financial Services,False,88.0,7.0,9.0,0,15.0
5485,3204,9,2188,3570.0099999999993,28.0,Female,Mass Customer,QLD,Media Manager III,Health,True,51.0,4.0,6.0,2,38.0
5494,3004,5,2267,3550.04,68.0,Male,Mass Customer,VIC,Research Assistant II,Health,True,82.0,16.0,9.0,2,22.0
5499,1458,3,2352,3273.3300000000004,67.0,Male,Affluent Customer,NSW,Account Representative IV,Telecommunications,False,40.0,11.0,6.0,0,33.0
5502,1290,9,2198,7616.040000000001,56.0,Male,High Net Worth,QLD,VP Marketing,Financial Services,True,49.0,6.0,5.0,3,12.0
5511,93,3,2233,2976.41,47.0,Male,Mass Customer,VIC,Project Manager,Retail,True,63.0,10.0,10.0,1,8.0
5514,1134,7,2157,1733.7900000000002,29.0,Male,Affluent Customer,NSW,Administrative Assistant IV,Financial Services,False,22.0,3.0,11.0,2,19.0
5521,2375,7,2197,5641.47,36.0,Female,Affluent Customer,VIC,Sales Representative,Retail,False,21.0,8.0,8.0,3,7.0
5528,240,6,2242,2338.2099999999996,34.0,Male,High Net Worth,NSW,Administrative Assistant III,IT,True,49.0,15.0,9.0,2,19.0
5534,124,7,2156,4054.25,28.0,Female,High Net Worth,VIC,Administrative Assistant II,Health,True,27.0,5.0,8.0,2,19.0
5541,1328,7,2154,5351.58,42.0,Male,Mass Customer,VIC,Budget/Accounting Analyst IV,IT,True,19.0,6.0,8.0,3,29.0
5548,748,9,2200,3516.0,42.0,Female,High Net Worth,NSW,VP Marketing,Financial Services,False,51.0,7.0,9.0,2,12.0
5557,182,7,2167,5409.120000000001,31.0,Male,Affluent Customer,QLD,Sales Associate,Financial Services,True,99.0,7.0,4.0,3,40.0
5564,1545,7,2156,2637.47,46.0,Male,Mass Customer,VIC,Associate Professor,Health,True,34.0,15.0,10.0,2,26.0
5571,64,5,2157,546.6799999999998,45.0,Male,High Net Worth,VIC,Legal Assistant,IT,False,73.0,4.0,8.0,1,0.0
5576,3153,5,2281,4732.48,49.0,Female,High Net Worth,NSW,Compensation Analyst,Financial Services,False,87.0,15.0,9.0,2,9.0
5581,2906,4,2199,1408.35,31.0,Female,Mass Customer,NSW,GIS Technical Architect,Retail,True,93.0,4.0,4.0,1,0.0
5585,282,2,2223,624.15,34.0,Male,High Net Worth,QLD,VP Quality Control,Argiculture,True,82.0,11.0,5.0,1,5.0
5587,1725,7,2214,5576.41,44.0,Female,High Net Worth,NSW,Junior Executive,Manufacturing,True,80.0,16.0,7.0,3,28.0
5594,2420,3,2293,1749.57,47.0,Female,High Net Worth,QLD,Staff Scientist,Financial Services,False,10.0,16.0,3.0,0,14.0
5597,2598,5,2241,3931.13,43.0,Male,Affluent Customer,NSW,Senior Developer,Manufacturing,False,23.0,9.0,8.0,2,4.0
5602,204,8,2181,6287.29,47.0,Male,Mass Customer,VIC,Editor,Financial Services,False,56.0,5.0,10.0,3,34.0
5610,2058,7,2274,3634.98,45.0,Female,High Net Worth,QLD,Database Administrator I,Argiculture,False,99.0,7.0,1.0,2,32.0
5617,545,6,2160,5665.789999999999,45.0,Female,Mass Customer,NSW,Project Manager,Health,True,43.0,18.0,8.0,2,8.0
5623,656,8,2164,3749.56,45.0,Female,High Net Worth,VIC,Automation Specialist III,Manufacturing,True,80.0,8.0,5.0,2,36.0
5631,596,3,2239,3836.34,55.0,Female,Affluent Customer,QLD,Recruiter,Property,False,9.0,13.0,2.0,1,0.0
5634,133,5,2180,803.8900000000001,46.0,Male,Mass Customer,QLD,VP Accounting,Financial Services,True,12.0,16.0,1.0,1,7.0
5639,1316,5,2186,2152.88,33.0,Male,High Net Worth,QLD,Recruiter,Retail,True,79.0,18.0,7.0,1,0.0
5644,2604,6,2240,2795.79,48.0,Male,Mass Customer,VIC,Account Executive,Retail,True,91.0,7.0,9.0,2,28.0
5650,2948,5,2265,2670.13,26.0,Male,Mass Customer,QLD,Internal Auditor,Manufacturing,True,23.0,2.0,9.0,1,0.0
5655,1178,8,2198,5167.23,53.0,Male,Mass Customer,NSW,Pharmacist,Health,False,1.0,13.0,9.0,3,0.0
5663,2944,6,2184,1458.81,46.0,Male,Affluent Customer,NSW,Environmental Specialist,Manufacturing,False,45.0,7.0,10.0,1,3.0
5669,134,6,2168,2946.42,26.0,Female,Affluent Customer,NSW,Legal Assistant,Telecommunications,True,34.0,5.0,11.0,2,0.0
5675,1847,3,2186,1919.8300000000002,45.0,Female,Mass Customer,NSW,Executive Secretary,Manufacturing,False,68.0,6.0,1.0,1,28.0
5678,349,5,2320,1669.26,42.0,Female,High Net Worth,VIC,Computer Systems Analyst IV,Manufacturing,False,35.0,4.0,11.0,0,35.0
5683,1241,7,2229,1844.56,37.0,Female,Affluent Customer,NSW,Pharmacist,Health,True,23.0,11.0,9.0,2,0.0
5690,2260,6,2171,5378.6,56.0,Male,High Net Worth,NSW,Administrative Assistant IV,Argiculture,False,38.0,11.0,8.0,2,19.0
5696,3461,7,2290,4233.2,60.0,Male,Affluent Customer,NSW,Environmental Specialist,Manufacturing,True,28.0,17.0,9.0,2,3.0
5703,3040,1,2499,1702.5499999999997,56.0,Female,Mass Customer,NSW,General Manager,Retail,False,87.0,5.0,9.0,0,8.0
5704,2871,6,2174,2345.94,45.0,Male,High Net Worth,NSW,Assistant Media Planner,Entertainment,True,49.0,15.0,12.0,2,0.0
5710,1302,13,2183,5336.7300000000005,25.0,Female,Affluent Customer,QLD,Biostatistician I,Financial Services,True,29.0,2.0,7.0,3,37.0
5723,2782,5,2324,3450.83,35.0,Female,Mass Customer,NSW,Tax Accountant,IT,False,91.0,12.0,8.0,0,1.0
5728,2610,8,2266,5598.91,69.0,Female,Mass Customer,QLD,Account Coordinator,IT,False,41.0,10.0,7.0,3,18.0
5736,2160,6,2201,2672.77,52.0,Female,Mass Customer,VIC,Recruiter,Health,True,64.0,15.0,8.0,2,0.0
5742,3292,1,2455,15.080000000000005,50.0,Male,Affluent Customer,NSW,Web Designer I,Retail,True,71.0,3.0,10.0,0,11.0
5743,3169,7,2154,4539.950000000001,59.0,Male,Mass Customer,VIC,Payment Adjustment Coordinator,IT,True,96.0,19.0,7.0,2,18.0
5750,1103,12,2186,7367.88,45.0,Female,High Net Worth,NSW,Financial Advisor,Financial Services,True,76.0,20.0,10.0,3,13.0
5762,830,6,2303,2506.2700000000004,42.0,Male,Affluent Customer,NSW,VP Quality Control,Manufacturing,False,58.0,6.0,8.0,0,5.0
5768,966,4,2167,527.74,45.0,Female,High Net Worth,QLD,Speech Pathologist,Retail,True,70.0,5.0,10.0,1,0.0
5772,307,9,2169,3660.95,39.0,Male,Affluent Customer,VIC,Clinical Specialist,Health,True,55.0,12.0,9.0,2,3.0
5781,433,9,2169,3754.1600000000008,59.0,Male,Affluent Customer,VIC,Statistician II,Property,False,94.0,15.0,2.0,2,39.0
5790,450,4,2236,3178.3,48.0,Female,Mass Customer,NSW,Structural Analysis Engineer,Entertainment,True,5.0,18.0,10.0,1,2.0
5794,523,6,2172,2795.7700000000004,48.0,Female,Affluent Customer,NSW,Senior Financial Analyst,Financial Services,True,44.0,16.0,10.0,2,13.0
5800,1866,9,2192,8834.6,31.0,Male,Mass Customer,NSW,Marketing Manager,Manufacturing,False,27.0,2.0,12.0,3,12.0
5809,2322,4,2221,2585.1499999999996,31.0,Male,Mass Customer,NSW,Biostatistician III,Health,True,72.0,2.0,10.0,1,37.0
5813,704,10,2164,4034.46,24.0,Female,Mass Customer,NSW,Research Nurse,Health,False,49.0,4.0,11.0,3,10.0
5823,1713,7,2160,3889.18,35.0,Female,High Net Worth,VIC,Teacher,Retail,True,89.0,21.0,9.0,2,0.0
5830,471,6,2202,3918.1099999999997,67.0,Female,Affluent Customer,VIC,GIS Technical Architect,Financial Services,False,82.0,14.0,8.0,2,0.0
5836,1024,8,2188,4560.5599999999995,31.0,Female,High Net Worth,VIC,Social Worker,Health,True,17.0,2.0,9.0,3,0.0
5844,153,7,2218,5522.509999999999,46.0,Female,Mass Customer,NSW,Assistant Media Planner,Entertainment,True,73.0,12.0,8.0,3,0.0
5851,1820,9,2189,4883.79,27.0,Male,Affluent Customer,NSW,Software Engineer II,IT,False,12.0,5.0,10.0,3,6.0
5860,3336,6,2228,5824.48,44.0,Male,Mass Customer,QLD,Research Assistant IV,Manufacturing,True,47.0,8.0,1.0,2,22.0
5866,41,9,2183,4698.89,47.0,Male,Mass Customer,VIC,Food Chemist,Health,False,64.0,16.0,9.0,3,0.0
5875,3225,7,2162,4805.02,43.0,Male,Mass Customer,NSW,Chief Design Engineer,Health,True,19.0,4.0,11.0,2,16.0
5882,2714,5,2162,1252.4600000000003,25.0,Female,High Net Worth,NSW,Occupational Therapist,Health,True,50.0,1.0,4.0,1,0.0
5887,322,11,2155,10336.77,46.0,Female,Mass Customer,QLD,Research Associate,Financial Services,True,19.0,11.0,6.0,3,40.0
5898,3327,7,2210,3615.5800000000004,50.0,Male,Mass Customer,VIC,Teacher,Manufacturing,False,84.0,15.0,4.0,2,0.0
5905,3440,5,2186,1243.65,65.0,Female,Mass Customer,NSW,Senior Sales Associate,Manufacturing,False,18.0,5.0,12.0,1,40.0
5910,2421,6,2154,409.8000000000001,69.0,Female,Affluent Customer,VIC,Research Nurse,Health,True,54.0,13.0,8.0,1,10.0
5916,563,7,2187,1931.13,49.0,Male,Mass Customer,QLD,Accounting Assistant II,IT,True,25.0,19.0,5.0,2,30.0
5923,2107,2,2218,892.5,31.0,Female,Affluent Customer,QLD,Biostatistician IV,IT,True,2.0,4.0,4.0,1,37.0
5925,1917,7,2182,5107.25,50.0,Female,Affluent Customer,NSW,Senior Sales Associate,Argiculture,True,7.0,8.0,4.0,2,40.0
5932,1108,4,2166,1338.61,61.0,Female,Mass Customer,NSW,Dental Hygienist,Health,False,86.0,17.0,5.0,1,0.0
5936,1459,4,2252,4557.6,25.0,Male,Mass Customer,NSW,Senior Sales Associate,Manufacturing,False,89.0,4.0,8.0,2,40.0
5940,1263,6,2196,2951.0199999999995,50.0,Male,Affluent Customer,QLD,Nurse,Manufacturing,False,41.0,8.0,1.0,2,10.0
5946,1850,7,2198,5159.719999999999,45.0,Male,High Net Worth,NSW,Biostatistician II,Manufacturing,False,4.0,7.0,9.0,2,37.0
5953,1317,9,2164,7024.709999999999,50.0,Male,Mass Customer,QLD,General Manager,Retail,True,2.0,5.0,2.0,3,8.0
5962,131,6,2359,5494.91,59.0,Female,High Net Worth,QLD,Administrative Officer,Retail,False,57.0,8.0,3.0,0,19.0
5968,929,5,2210,2540.35,58.0,Male,Mass Customer,VIC,Database Administrator III,Financial Services,True,0.0,13.0,12.0,1,32.0
5973,3243,4,2317,1202.8700000000001,50.0,Male,Mass Customer,VIC,Media Manager I,Health,False,24.0,7.0,7.0,0,38.0
5977,1879,7,2201,1914.3899999999999,56.0,Male,High Net Worth,NSW,Account Representative I,Manufacturing,False,4.0,5.0,8.0,2,33.0
5984,3167,3,2227,2208.52,28.0,Male,Mass Customer,VIC,Web Designer IV,Property,False,36.0,5.0,8.0,1,11.0
5987,1098,8,2162,3879.14,34.0,Female,Mass Customer,NSW,Administrative Assistant IV,Financial Services,True,99.0,12.0,9.0,2,19.0
5995,258,5,2172,1642.58,31.0,Female,High Net Worth,NSW,Administrative Officer,Manufacturing,False,24.0,9.0,6.0,1,19.0
6000,1021,8,2182,5048.26,46.0,Male,High Net Worth,NSW,Mechanical Systems Engineer,Retail,False,16.0,7.0,8.0,3,9.0
6008,2730,7,2158,1604.23,62.0,Male,Mass Customer,QLD,Senior Financial Analyst,Financial Services,False,15.0,11.0,7.0,2,13.0
6015,2769,6,2200,4177.84,45.0,Male,Affluent Customer,NSW,Product Engineer,Manufacturing,True,31.0,15.0,11.0,2,17.0
6021,2388,7,2267,5387.65,26.0,Male,Mass Customer,NSW,Cost Accountant,Financial Services,False,84.0,1.0,8.0,2,1.0
6028,1561,8,2197,6918.889999999999,48.0,Male,Mass Customer,NSW,Graphic Designer,Manufacturing,True,47.0,14.0,9.0,3,11.0
6036,1036,5,2316,3787.0,53.0,Female,Mass Customer,NSW,Paralegal,Financial Services,True,6.0,12.0,12.0,0,0.0
6041,3431,10,2182,6022.12,27.0,Male,Affluent Customer,VIC,Community Outreach Specialist,Property,False,97.0,5.0,1.0,3,3.0
6051,3483,6,2271,2193.04,67.0,Male,High Net Worth,QLD,Senior Sales Associate,Health,True,19.0,15.0,5.0,2,40.0
6057,3141,7,2224,1696.39,28.0,Female,Mass Customer,QLD,Associate Professor,Retail,True,92.0,3.0,9.0,2,26.0
6064,228,5,2231,3719.75,37.0,Female,High Net Worth,NSW,Systems Administrator II,Manufacturing,False,59.0,12.0,7.0,2,20.0
6069,3112,8,2165,3035.96,22.0,Male,High Net Worth,VIC,Internal Auditor,Retail,True,41.0,1.0,11.0,2,0.0
6077,2019,8,2206,4781.23,70.0,Female,High Net Worth,QLD,VP Marketing,Entertainment,False,48.0,17.0,2.0,3,12.0
6085,612,4,2155,2074.34,61.0,Male,Mass Customer,NSW,GIS Technical Architect,Health,False,50.0,14.0,11.0,1,0.0
6089,670,4,2270,1542.17,31.0,Female,Affluent Customer,QLD,Business Systems Development Analyst,Retail,False,75.0,8.0,2.0,0,9.0
6093,2287,2,2313,273.70000000000005,49.0,Female,High Net Worth,VIC,Human Resources Assistant I,Telecommunications,False,53.0,20.0,7.0,0,25.0
6095,979,5,2159,3756.9100000000003,63.0,Female,High Net Worth,VIC,Budget/Accounting Analyst I,Manufacturing,False,42.0,12.0,9.0,2,29.0
6100,24,7,2171,3689.35,45.0,Female,Mass Customer,NSW,Research Assistant I,Argiculture,True,55.0,15.0,10.0,2,22.0
6107,279,6,2168,2455.93,42.0,Female,Mass Customer,NSW,Web Designer I,Manufacturing,False,0.0,11.0,11.0,2,11.0
6113,2864,4,2171,3022.9999999999995,48.0,Female,Mass Customer,VIC,Analog Circuit Design manager,IT,False,36.0,21.0,6.0,1,16.0
6117,2502,5,2168,2014.63,59.0,Female,Mass Customer,VIC,Structural Engineer,Manufacturing,True,6.0,11.0,9.0,1,2.0
6122,2020,7,2197,4959.639999999999,52.0,Female,Affluent Customer,VIC,Biostatistician IV,Property,True,50.0,14.0,8.0,2,37.0
6129,920,6,2244,4144.19,47.0,Male,Mass Customer,NSW,Software Test Engineer IV,Health,True,89.0,19.0,10.0,2,6.0
6135,1848,6,2196,4456.95,46.0,Male,Mass Customer,NSW,Information Systems Manager,Manufacturing,False,22.0,9.0,3.0,2,9.0
6141,1106,9,2178,5691.610000000001,60.0,Female,Mass Customer,VIC,Software Consultant,Retail,False,2.0,15.0,11.0,3,6.0
6150,2559,6,2166,2187.2,54.0,Female,High Net Worth,NSW,Assistant Media Planner,Entertainment,False,7.0,8.0,2.0,2,0.0
6156,2204,8,2171,3346.58,56.0,Female,High Net Worth,NSW,Librarian,Entertainment,False,16.0,7.0,9.0,2,0.0
6164,2413,7,2212,4523.23,80.0,Male,High Net Worth,VIC,Environmental Specialist,Manufacturing,True,27.0,17.0,8.0,2,3.0
6171,1664,7,2196,3476.36,47.0,Male,Affluent Customer,QLD,Chemical Engineer,Manufacturing,True,11.0,9.0,2.0,2,2.0
6178,2809,3,2237,1182.96,54.0,Female,Mass Customer,VIC,Statistician IV,Retail,False,44.0,10.0,12.0,1,39.0
6181,1821,12,2178,7335.889999999999,51.0,Male,High Net Worth,NSW,Web Developer IV,Entertainment,True,89.0,15.0,9.0,3,4.0
6193,1907,4,2264,1014.0699999999998,49.0,Male,High Net Worth,NSW,VP Sales,Health,False,69.0,18.0,8.0,1,7.0
6197,1388,6,2173,3792.12,51.0,Male,Mass Customer,VIC,Internal Auditor,Financial Services,False,86.0,7.0,8.0,2,0.0
6203,2318,7,2170,3627.48,35.0,Female,Mass Customer,VIC,Automation Specialist I,Manufacturing,True,30.0,6.0,10.0,2,36.0
6210,330,6,2261,5296.799999999999,64.0,Male,High Net Worth,NSW,Recruiting Manager,Manufacturing,True,78.0,7.0,9.0,2,8.0
6216,2879,8,2168,5572.11,49.0,Female,Mass Customer,VIC,Executive Secretary,Argiculture,True,62.0,5.0,9.0,3,28.0
6224,2357,4,2194,2741.81,61.0,Female,Mass Customer,NSW,Civil Engineer,Manufacturing,False,39.0,6.0,12.0,1,2.0
6228,824,4,2163,4137.780000000001,46.0,Female,Affluent Customer,QLD,Financial Advisor,Financial Services,True,97.0,12.0,3.0,2,13.0
6232,2212,6,2195,2722.7200000000003,49.0,Female,Affluent Customer,QLD,Technical Writer,Manufacturing,True,22.0,20.0,7.0,2,0.0
6238,2529,7,2252,4083.33,69.0,Male,High Net Worth,VIC,Quality Engineer,Manufacturing,True,81.0,10.0,7.0,2,5.0
6245,870,7,2254,3818.9700000000003,59.0,Male,Mass Customer,NSW,Pharmacist,Health,False,63.0,6.0,9.0,2,0.0
6252,2010,5,2188,2168.7999999999997,49.0,Male,High Net Worth,NSW,Data Coordiator,Manufacturing,True,88.0,7.0,11.0,1,0.0
6257,1689,5,2290,3334.2299999999996,28.0,Male,Mass Customer,QLD,Quality Control Specialist,Financial Services,True,48.0,4.0,2.0,0,5.0
6262,2116,4,2259,4128.629999999999,44.0,Male,Affluent Customer,VIC,Research Associate,Financial Services,True,81.0,9.0,9.0,2,40.0
